"Legacy Identifier","Identifier","Alternate Identifier","Title#1","Description#1","Description#2","Subject 1#1","Subject Type 1#1","Subject 2#1","Subject Type 2#1","Subject 3#1","Subject Type 3#1","Subject 4#1","Subject Type 4#1","Subject 5#1","Subject Type 5#1","Subject 6#1","Subject Type 6#1","Subject 6#2","Subject Type 6#2","Subject 6#3","Subject Type 6#3","Subject 6#4","Subject Type 6#4","Subject 6#5","Subject Type 6#5","Subject 6#6","Subject Type 6#6","Subject 6#7","Subject Type 6#7","Type#1","Source#1","Relation#1","Relation Type#1","Relation#2","Coverage Spatial#1","Coverage Spatial Type#1","Coverage Spatial#2","Coverage Spatial Type#2","Creator#1","Creator Type#1","Creator 2#1","Creator Type 2#1","Creator 3#1","Creator Type 3#1","Creator 4#1","Creator Type 4#1","Creator 5#1","Creator Type 5#1","Creator 5#2","Creator Type 5#2","Creator 5#3","Publisher#1","Publisher#2","Contributor 1#1","Contributor Type 1#1","Contributor 2#1","Contributor Type 2#1","Contributor 3#1","Contributor Type 3#1","Rights#1","Date#1","Date Type#1","Date#2","Date Type#2","Format Extent#1","Format Medium#1","Format Media Type#1","Format Medium#2","Format Medium#3","Language#1","Language 2#1","Language 3#1","Language#2","Language 3#2","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"RZ2-P-30","JRRZ0005S0019N0001","","Rabbi Zalman Schachter-Shalomi setting up a huppah (wedding canopy) with Ayla Grafstein and David Wolfe-Blank.","Color matte photo with ""30"" written on the back. Kodak processing stamp on the back, dated ""Sep. 84"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Chuppah","zsssh","Huppah","zsssh","Wedding canopy","zsssh","Marriage service (Judaism)","lcsh","Grafstein, Ayla","zsssh","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0019","","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1980-1985","Created","","","","image/jpeg","","","","","","","","","1097784","4546","RZ2-P-30.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097784~141699"
"RZ2-P-34","JRRZ0005S0020N0001","","Rabbi Zalman Schachter-Shalomi (with Dr. Blu Greenberg) seated and writing at the Dargah (burial place) of Hazrat Inayat Khan, Monday, October 22, 1990, in Delhi, India, pt. 1 of 15.","Color glossy photo. Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Inayat Khan (1882-1927)","lcsh","Sufism","lcsh","Chishti Sufi Order","lcsh","Mausoleums","lcsh","Dargah","zsssh","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1990","Created","","","","image/jpeg","","","","","","","","","1097835","4546","RZ2-P-34.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097835~141703"
"RZ2-P-35","JRRZ0005S0020N0002","","Rabbi Zalman Schachter-Shalomi (with Rodger Kamenetz and Dr. Blu Greenberg) at the Dargah (burial place) of Hazrat Inayat Khan, Monday, October 22, 1990, in Delhi, India, pt. 2 of 15.","Color glossy photo. Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Inayat Khan (1882-1927)","lcsh","Sufism","lcsh","Chishti Sufi Order","lcsh","Mausoleums","lcsh","Dargah","zsssh","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1990","Created","","","","image/jpeg","","","","","","","","","1097848","4546","RZ2-P-35.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097848~141704"
"RZ2-P-51","JRRZ0005S0020N0003","","Developed negative of four photos of the grave (dargah) of Hazrat Inayat Khan, pt. 3 of 15.","Color glossy photo negative proof with ""51"" written on the back. Digital photo scanned at 800dpi and cropped to photo area. Original approx. 1.75 in. x 6 in.","","Inayat Khan (1882-1927)","lcsh","Sufism","lcsh","Chishti Sufi Order","lcsh","Mausoleums","lcsh","Dargah","zsssh","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","Schachter-Shalomi","Photographer","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1980/1990","Created","","","","image/jpeg","","","","","","","","","1098050","4546","RZ2-P-51.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098050~141722"
"RZ2-P-54","JRRZ0005S0020N0004","","Grave (dargah) of Hazrat Sarmad Kashani, a Sufi saint of the 17th century of Jewish origins, pt. 4 of 15.","Color glossy photo. On the back is written ""54"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Sarmad Shah?d (1618-1660 or 1661)","lcsh","Sufism","lcsh","Mausoleums","lcsh","Dargah","zsssh","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","Schachter-Shalomi, Zalman","Photographer","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1980/1990","Created","","","","image/jpeg","","","","","","","","","1098089","4546","RZ2-P-54.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098089~141725"
"RZ2-P-55","JRRZ0005S0020N0005","","Grave (dargah) of Hazrat Sarmad Kashani, a Sufi saint of the 17th century of Jewish origins, pt. 5 of 15.","Color glossy photo. On the back is written ""55"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Sarmad Shah?d (1618-1660 or 1661)","lcsh","Sufism","lcsh","Mausoleums","lcsh","Dargah","zsssh","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","Schachter-Shalomi, Zalman","Photographer","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1980/1990","Created","","","","image/jpeg","","","","","","","","","1098103","4546","RZ2-P-55.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098103~141726"
"RZ2-P-56","JRRZ0005S0020N0006","","Grave (dargah) of Hazrat Sarmad Kashani, a Sufi saint of the 17th century of Jewish origins, pt. 6 of 15.","Color glossy photo. On the back is written ""56"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Sarmad Shah?d (1618-1660 or 1661)","lcsh","Sufism","lcsh","Mausoleums","lcsh","Dargah","zsssh","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","Schachter-Shalomi, Zalman","Photographer","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1980/1990","Created","","","","image/jpeg","","","","","","","","","1098117","4546","RZ2-P-56.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098117~141727"
"RZ2-P-57","JRRZ0005S0020N0007","","Rabbi Zalman Schachter-Shalomi with Blu Greenberg, pt. 7 of 15.","Color glossy photo. On the back is written ""57"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Greenberg, Blu","zsssh","","","","","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","India","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1990","Created","","","","image/jpeg","","","","","","","","","1098131","4546","RZ2-P-57.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098131~141728"
"RZ2-P-58","JRRZ0005S0020N0008","","Rodger Kamenetz, Dr. Nathan Katz, Blu Greenberg and Rabbi Zalman Schachter-Shalomi with the keepers of the grave (dargah) of the Sufi saint, Nizamuddin Awliya, October 22, 1990, pt. 8 of 15.","Glossy color photo. On the back is written ""58"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Niz?a?muddi?n Auliya? (1236-1325)","lcsh","Sufism","lcsh","Mausoleums","lcsh","Dargah","zsssh","Kamenetz, Rodger","zsssh","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","10/22/1990","Created","","","","image/jpeg","","","","","","","","","1098144","4546","RZ2-P-58.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098144~141729"
"RZ2-P-59","JRRZ0005S0020N0009","","Blu Greenberg, Rabbi Zalman Schachter-Shalomi, and Dr. Marc Lieberman in October, 1990, pt. 9 of 15.","Glossy color photo. On the back is written ""59"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Greenberg, Blu","zsssh","Lieberman, Dr. Marc","zsssh","","","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","Oct-90","Created","","","","image/jpeg","","","","","","","","","1098157","4546","RZ2-P-59.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098157~141730"
"RZ2-P-60","JRRZ0005S0020N0010","","Rabbi Zalman Schachter-Shalomi, Blu Greenberg, and Dr. Nathan Katz entering the dargah (grave site) of the Sufi saint, Hazrat Inayat Khan, October 22, 1990, pt. 10 of 15.","Glossy color photo. On the back is written ""60"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Inayat Khan (1882-1927)","lcsh","Sufism","lcsh","Chishti Sufi Order","lcsh","Mausoleums","lcsh","Dargah","zsssh","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","10/22/1990","Created","","","","image/jpeg","","","","","","","","","1098170","4546","RZ2-P-60.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098170~141732"
"RZ2-P-61","JRRZ0005S0020N0011","","Rabbi Zalman Schachter-Shalomi and Blu Greenberg in Delhi, India, in October of 1990, pt. 11 of 15.","Glossy color photo. On the back is written ""10"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Greenberg, Blu","zsssh","","","","","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","10/22/1990","Created","","","","image/jpeg","","","","","","","","","1098183","4546","RZ2-P-61.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098183~141733"
"RZ2-P-62","JRRZ0005S0020N0012","","Men in a Sikh temple, October 22, 1990, pt. 12 of 15.","Glossy color photo. On the back is written ""62"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Sikh temples","lcsh","Temples","lcsh","Sikh architecture","lcsh","Religious architecture","lcsh","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Delhi","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","10/22/1990","Created","","","","image/jpeg","","","","","","","","","1098196","4546","RZ2-P-62.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098196~141734"
"RZ2-P-63","JRRZ0005S0020N0013","","Rabbi Zalman Schachter-Shalomi and Rabbi Jonathan Omer-Man at dinner in India, pt. 13 of 15.","Glossy color photo. On the back is written ""63"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Omer-Man, Jonathan","lcsh","","","","","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","India","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","Oct-90","Created","","","","image/jpeg","","","","","","","","","1098209","4546","RZ2-P-63.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098209~141735"
"RZ2-P-64","JRRZ0005S0020N0014","","Dr. Nathan Katz, Rabbi Yitz Greenberg, Rabbi Moshe Waldoks and Rabbi Zalman Schachter-Shalomi at dinner in Karnal, India on October 22nd, 1990, pt. 14 of 15.","Glossy color photo. On the back is written ""64"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Katz, Dr. Nathan","zsssh","Greenberg, Rabbi Yitz","zsssh","Waldoks, Rabbi Moshe","zsssh","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","Karn?l","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","10/22/1990","Created","","","","image/jpeg","","","","","","","","","1098222","4546","RZ2-P-64.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098222~141736"
"RZ2-P-72","JRRZ0005S0020N0015","","Rabbi Zalman Schachter with an unidentified Sufi sheikh, pt. 15 of 15.","Glossy color photo. On the back is written ""72"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 3.5 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Sufism","lcsh","Sheikh","zsssh","","","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0020","","Special Collections, Archives & Preservation, University of Colorado Boulder","California","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1970/1985","Created","","","","image/jpeg","","","","","","","","","1098326","4546","RZ2-P-72.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1098326~141745"
"RZ2-P-36","JRRZ0005S0021N0001","","The 14th Dalai Lama (Tenzin Gyatso) and Rabbi Zalman Schachter-Shalomi greeting one another at the Spirituality and Education Conference at the Naropa Institute in 1997, pt. 1 of 2.","Color matte photo with ""36"" written on the back. Digital photo scanned at 800dpi and cropped to photo area. Original approx. 4 in. x 6 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Tenzin Gyatso, Dalai Lama XIV (1935-)","lcsh","Naropa University","lcsh","Tantric Buddhism","lcsh","Tantric Buddhism--China--Tibet Autonomous Region","lcsh","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0021","","Special Collections, Archives & Preservation, University of Colorado Boulder","Boulder, CO","tgn","","","Dona Laurita, Foto di Vita","Photographer","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1997","Created","","","","image/jpeg","","","","","","","","","1097861","4546","RZ2-P-36.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097861~141705"
"RZ2-P-37","JRRZ0005S0021N0002","","The 14th Dalai Lama (Tenzin Gyatso) and Rabbi Zalman Schachter-Shalomi after greeting one another at the Spirituality and Education Conference at the Naropa Institute in 1997, pt. 2 of 2.","Color matte photo with ""37"" written on the back. Processing stamp says ""JUL 97"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 4 in. x 6 in.","","Schachter-Shalomi, Zalman (1924-2014)","lcsh","Tenzin Gyatso, Dalai Lama XIV (1935-)","lcsh","Naropa University","lcsh","Tantric Buddhism","lcsh","Tantric Buddhism--China--Tibet Autonomous Region","lcsh","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0021","","Special Collections, Archives & Preservation, University of Colorado Boulder","Boulder, CO","tgn","","","Dona Laurita, Foto di Vita","Photographer","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1997","Created","","","","image/jpeg","","","","","","","","","1097875","4546","RZ2-P-37.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097875~141706"
"RZ2-P-38","JRRZ0005S0022N0001","","Rabbi Arthur Waskow, seated, with two unidentified women, pt. 1 of 4.","Color matte photo with ""38"" written on the back. Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Waskow, Arthur Ocean (1933- )","lcsh","Jewish renewal","lcsh","Judaism","lcsh","","","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0022","","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1975/1985","Created","","","","image/jpeg","","","","","","","","","1097889","4546","RZ2-P-38.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097889~141707"
"RZ2-P-39","JRRZ0005S0022N0002","","Rabbi Arthur Waskow and an unidentified woman in front of an unrolled Torah scroll, pt. 2 of 4.","Color matte photo with ""39"" and perhaps ""Lois U."" written on the back. Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Waskow, Arthur Ocean (1933- )","lcsh","Jewish renewal","lcsh","Judaism","lcsh","Torah scrolls","lcsh","Liturgical objects","lcsh","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0022","","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1975/1985","Created","","","","image/jpeg","","","","","","","","","1097901","4546","RZ2-P-39.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097901~141708"
"RZ2-P-40","JRRZ0005S0022N0003","","Rabbi Arthur Waskow helping to build a sukkah, pt. 3 of 4.","Color matte photo with pinholes and ""40"" written on the back. Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Waskow, Arthur Ocean (1933- )","lcsh","Jewish renewal","lcsh","Judaism","lcsh","Sukkah","lcsh","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0022","","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1975/1985","Created","","","","image/jpeg","","","","","","","","","1097913","4546","RZ2-P-40.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097913~141710"
"RZ2-P-41","JRRZ0005S0022N0004","","Rabbi Arthur Waskow being handed a baby by an unidentified man, pt. 4 of 4.","Color matte photo with tape residue and ""41"" written on the back. Kodak processing stamp says ""MAY 1985"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Waskow, Arthur Ocean (1933- )","lcsh","Jewish renewal","lcsh","Judaism","lcsh","","","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0022","","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1975/1985","Created","","","","image/jpeg","","","","","","","","","1097925","4546","RZ2-P-41.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097925~141711"
"RZ2-P-42","JRRZ0005S0023N0001","","A Hasid praying at the grave (kever) of the AR""I, Rabbi Yitzhak Luria.","Color matte photo. On the back is written, ""ARI'S KEVER"" and ""42"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Luria, Isaac ben Solomon (1534-1572)","lcsh","Ashkenazi, Isaac (1534-1572)","lcsh","Ari (1534-1572)","lcsh","Cabala","lcsh","Kever (grave)","zsssh","Hasidim","lcsh","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0023","","Special Collections, Archives & Preservation, University of Colorado Boulder","Safad","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1975/1985","Created","","","","image/jpeg","","","","","","","","","1097937","4546","RZ2-P-42.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097937~141712"
"RZ2-P-43","JRRZ0005S0024N0001","","The mausoleum (ohel) of Rabbi David Moshe of Tchortkov (Ukraine), pt. 1 of 2.","Color glossy photo. On the back is written, ""43"" and ""43"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Dav?id Mosheh, fun T?short?k?ov? (1827-1903)","lcsh","Friedmann, David Moses (1827-1903)","lcsh","Ohel (Mausoleums)","zsssh","Mausoleums","lcsh","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0024","","Special Collections, Archives & Preservation, University of Colorado Boulder","Chortkov","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1980/1990","Created","","","","image/jpeg","","","","","","","","","1097950","4546","RZ2-P-43.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097950~141713"
"RZ2-P-44","JRRZ0005S0024N0002","","Inside the mausoleum (ohel) of Rabbi David Moshe of Tchortkov (Ukraine), pt. 2 of 2.","Color glossy photo. On the back is written, ""44"". Digital photo scanned at 800dpi and cropped to photo area. Original approx. 3.5 in. x 5 in.","","Dav?id Mosheh, fun T?short?k?ov? (1827-1903)","lcsh","Friedmann, David Moses (1827-1903)","lcsh","Ohel (Mausoleums)","zsssh","Mausoleums","lcsh","","","","","","","","","","","","","","","","","StillImage","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0005S0024","","Special Collections, Archives & Preservation, University of Colorado Boulder","Chortkov","tgn","","","","","","","","","","","","","","","","","","Miles-Yepez, Netanel","Analyst","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1980/1990","Created","","","","image/jpeg","","","","","","","","","1097963","4546","RZ2-P-44.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~1097963~141714"
